timestamp,close,high,low,open
2010-10-21 09:00:00,41.589,41.646,41.589,41.646
2010-10-21 09:02:00,41.581,41.599,41.559,41.561
2010-10-21 09:04:00,41.652,41.652,41.552,41.552
2010-10-21 09:06:00,41.606,41.634,41.595,41.612
2010-10-21 09:08:00,41.611,41.664,41.611,41.636
2010-10-21 09:10:00,41.558,41.617,41.558,41.58
2010-10-21 09:12:00,41.621,41.621,41.575,41.575
2010-10-21 09:14:00,41.683,41.683,41.582,41.597
2010-10-21 09:16:00,41.686,41.727,41.667,41.667
2010-10-21 09:18:00,41.686,41.724,41.642,41.724
2010-10-21 09:20:00,41.695,41.695,41.63,41.649
2010-10-21 09:22:00,41.773,41.773,41.685,41.729
2010-10-21 09:24:00,41.675,41.785,41.675,41.785
2010-10-21 09:26:00,41.643,41.717,41.628,41.717
2010-10-21 09:28:00,41.802,41.802,41.666,41.666
2010-10-21 09:30:00,41.897,41.897,41.83,41.845
2010-10-21 09:32:00,41.947,41.947,41.887,41.915
2010-10-21 09:34:00,41.986,41.991,41.96,41.96
2010-10-21 09:36:00,41.886,41.988,41.886,41.988
2010-10-21 09:38:00,41.861,41.878,41.838,41.878
2010-10-21 09:40:00,41.891,41.92,41.852,41.88
2010-10-21 09:42:00,41.898,41.9,41.85,41.9
2010-10-21 09:44:00,41.869,41.869,41.811,41.867
2010-10-21 09:46:00,41.852,41.929,41.852,41.905
2010-10-21 09:48:00,41.886,41.886,41.79,41.814
2010-10-21 09:50:00,41.894,41.92,41.873,41.92
2010-10-21 09:52:00,41.846,41.883,41.838,41.876
2010-10-21 09:54:00,41.768,41.834,41.768,41.834
2010-10-21 09:56:00,41.738,41.746,41.719,41.746
2010-10-21 09:58:00,41.726,41.742,41.704,41.737
2010-10-21 10:00:00,41.737,41.737,41.684,41.686
2010-10-21 10:02:00,41.832,41.832,41.738,41.738
2010-10-21 10:04:00,41.852,41.891,41.84,41.84
2010-10-21 10:06:00,41.832,41.876,41.832,41.871
2010-10-21 10:08:00,41.911,41.911,41.856,41.86
2010-10-21 10:10:00,41.946,41.955,41.94,41.94
2010-10-21 10:12:00,42.059,42.059,41.95,41.95
2010-10-21 10:14:00,42.021,42.053,42.021,42.042
2010-10-21 10:16:00,42.085,42.085,41.993,41.993
2010-10-21 10:18:00,42.083,42.113,42.058,42.107
2010-10-21 10:20:00,42.098,42.174,42.098,42.119
2010-10-21 10:22:00,42.032,42.069,42.012,42.069
2010-10-21 10:24:00,41.988,42.073,41.988,42.037
2010-10-21 10:26:00,41.967,42.03,41.967,41.998
2010-10-21 10:28:00,41.991,42.05,41.975,41.975
2010-10-21 10:30:00,42.041,42.041,42.017,42.017
2010-10-21 10:32:00,42.007,42.058,41.991,42.058
2010-10-21 10:34:00,42.003,42.027,41.954,42.027
2010-10-21 10:36:00,41.969,42.022,41.969,41.978
2010-10-21 10:38:00,42.081,42.081,42.009,42.009
2010-10-21 10:40:00,42.01,42.1,42.01,42.057
2010-10-21 10:42:00,42.104,42.104,42.041,42.041
2010-10-21 10:44:00,42.171,42.174,42.099,42.137
2010-10-21 10:46:00,42.122,42.167,42.122,42.167
2010-10-21 10:48:00,42.165,42.187,42.161,42.162
2010-10-21 10:50:00,42.138,42.183,42.138,42.15
2010-10-21 10:52:00,42.039,42.104,42.034,42.104
2010-10-21 10:54:00,41.918,42.012,41.918,42.012
2010-10-21 10:56:00,41.909,41.916,41.886,41.886
2010-10-21 10:58:00,41.839,41.922,41.839,41.883
2010-10-21 11:00:00,41.878,41.908,41.827,41.827
2010-10-21 11:02:00,41.811,41.847,41.807,41.846
2010-10-21 11:04:00,41.801,41.801,41.75,41.789
2010-10-21 11:06:00,41.861,41.861,41.766,41.787
2010-10-21 11:08:00,41.764,41.857,41.764,41.838
2010-10-21 11:10:00,41.875,41.875,41.791,41.795
2010-10-21 11:12:00,41.893,41.893,41.825,41.831
2010-10-21 11:14:00,41.963,42.005,41.929,41.929
2010-10-21 11:16:00,41.865,41.942,41.865,41.942
2010-10-21 11:18:00,41.887,41.905,41.856,41.905
2010-10-21 11:20:00,41.869,41.878,41.844,41.844
