timestamp,close,high,low,open
2011-01-10 09:00:00,27.576,27.64,27.57,27.64
2011-01-10 09:02:00,27.49,27.605,27.487,27.605
2011-01-10 09:04:00,27.636,27.636,27.48,27.494
2011-01-10 09:06:00,27.665,27.667,27.63,27.647
2011-01-10 09:08:00,27.674,27.706,27.674,27.685
2011-01-10 09:10:00,27.709,27.709,27.671,27.676
2011-01-10 09:12:00,27.715,27.715,27.687,27.714
2011-01-10 09:14:00,27.689,27.689,27.661,27.687
2011-01-10 09:16:00,27.764,27.764,27.695,27.707
2011-01-10 09:18:00,27.745,27.755,27.735,27.755
2011-01-10 09:20:00,27.697,27.743,27.697,27.743
2011-01-10 09:22:00,27.741,27.741,27.67,27.67
2011-01-10 09:24:00,27.777,27.794,27.73,27.73
2011-01-10 09:26:00,27.764,27.793,27.759,27.762
2011-01-10 09:28:00,27.79,27.825,27.79,27.792
2011-01-10 09:30:00,27.81,27.833,27.793,27.793
2011-01-10 09:32:00,27.796,27.826,27.791,27.798
2011-01-10 09:34:00,27.792,27.807,27.778,27.807
2011-01-10 09:36:00,27.858,27.858,27.783,27.783
2011-01-10 09:38:00,27.907,27.907,27.874,27.89
2011-01-10 09:40:00,27.866,27.916,27.866,27.909
2011-01-10 09:42:00,27.893,27.922,27.888,27.888
2011-01-10 09:44:00,27.873,27.906,27.873,27.885
2011-01-10 09:46:00,27.915,27.915,27.888,27.905
2011-01-10 09:48:00,27.903,27.937,27.893,27.937
2011-01-10 09:50:00,27.928,27.942,27.912,27.912
2011-01-10 09:52:00,27.869,27.909,27.869,27.909
2011-01-10 09:54:00,27.932,27.932,27.873,27.903
2011-01-10 09:56:00,27.951,27.988,27.951,27.958
2011-01-10 09:58:00,27.975,27.98,27.954,27.98
2011-01-10 10:00:00,27.988,28.013,27.955,27.955
2011-01-10 10:02:00,28.017,28.034,27.988,28.012
2011-01-10 10:04:00,28.06,28.06,27.996,27.996
2011-01-10 10:06:00,28.014,28.036,28.007,28.036
2011-01-10 10:08:00,27.991,27.998,27.982,27.993
2011-01-10 10:10:00,27.99,28.008,27.961,27.991
2011-01-10 10:12:00,28.01,28.027,27.986,27.986
2011-01-10 10:14:00,28.068,28.068,28.043,28.045
2011-01-10 10:16:00,28.011,28.072,28.011,28.072
2011-01-10 10:18:00,27.988,28.017,27.967,28.017
2011-01-10 10:20:00,27.888,27.958,27.888,27.958
2011-01-10 10:22:00,27.81,27.865,27.81,27.865
2011-01-10 10:24:00,27.829,27.829,27.765,27.797
2011-01-10 10:26:00,27.852,27.87,27.852,27.862
2011-01-10 10:28:00,27.909,27.939,27.887,27.887
2011-01-10 10:30:00,27.858,27.893,27.858,27.885
2011-01-10 10:32:00,27.834,27.844,27.814,27.828
2011-01-10 10:34:00,27.951,27.951,27.855,27.855
2011-01-10 10:36:00,27.88,27.926,27.88,27.926
2011-01-10 10:38:00,27.869,27.898,27.867,27.875
2011-01-10 10:40:00,27.793,27.852,27.793,27.852
2011-01-10 10:42:00,27.869,27.869,27.811,27.811
2011-01-10 10:44:00,27.93,27.93,27.874,27.88
2011-01-10 10:46:00,27.919,27.958,27.914,27.958
2011-01-10 10:48:00,27.932,27.954,27.905,27.936
2011-01-10 10:50:00,28.01,28.01,27.94,27.94
2011-01-10 10:52:00,28.016,28.016,27.959,27.982
2011-01-10 10:54:00,28.036,28.068,28.036,28.04
2011-01-10 10:56:00,27.994,28.022,27.994,28.012
2011-01-10 10:58:00,28.012,28.024,27.97,27.97
2011-01-10 11:00:00,28.007,28.026,27.983,28.012
2011-01-10 11:02:00,27.951,28.01,27.929,28.01
2011-01-10 11:04:00,27.954,27.954,27.912,27.94
2011-01-10 11:06:00,27.927,27.952,27.913,27.952
2011-01-10 11:08:00,27.962,27.962,27.942,27.955
2011-01-10 11:10:00,27.933,27.955,27.916,27.955
2011-01-10 11:12:00,27.973,27.999,27.968,27.968
2011-01-10 11:14:00,27.916,27.951,27.913,27.951
2011-01-10 11:16:00,27.83,27.884,27.83,27.884
2011-01-10 11:18:00,27.79,27.836,27.79,27.8
2011-01-10 11:20:00,27.798,27.811,27.771,27.771
2011-01-10 11:22:00,27.803,27.809,27.785,27.785
2011-01-10 11:24:00,27.852,27.856,27.831,27.831
2011-01-10 11:26:00,27.91,27.944,27.873,27.873
2011-01-10 11:28:00,27.888,27.931,27.888,27.931
2011-01-10 11:30:00,27.867,27.895,27.859,27.859
2011-01-10 11:32:00,27.839,27.89,27.839,27.89
2011-01-10 11:34:00,27.833,27.847,27.813,27.819
2011-01-10 11:36:00,27.885,27.888,27.817,27.817
2011-01-10 11:38:00,27.873,27.886,27.86,27.886
2011-01-10 11:40:00,27.857,27.88,27.824,27.88
2011-01-10 11:42:00,27.856,27.886,27.842,27.862
2011-01-10 11:44:00,27.871,27.871,27.806,27.837
2011-01-10 11:46:00,27.905,27.905,27.818,27.837
2011-01-10 11:48:00,27.981,27.981,27.905,27.914
2011-01-10 11:50:00,28.046,28.046,28.0,28.0
2011-01-10 11:52:00,28.04,28.069,28.038,28.056
2011-01-10 11:54:00,28.062,28.062,28.007,28.007
2011-01-10 11:56:00,28.096,28.121,28.087,28.087
2011-01-10 11:58:00,28.175,28.175,28.087,28.087
2011-01-10 12:00:00,28.151,28.183,28.133,28.162
2011-01-10 12:02:00,28.135,28.183,28.121,28.183
2011-01-10 12:04:00,28.053,28.131,28.053,28.131
2011-01-10 12:06:00,28.025,28.057,28.009,28.055
2011-01-10 12:08:00,28.03,28.054,28.023,28.023
2011-01-10 12:10:00,27.974,28.033,27.974,28.033
2011-01-10 12:12:00,27.948,27.978,27.948,27.951
2011-01-10 12:14:00,27.948,27.976,27.942,27.973
2011-01-10 12:16:00,27.981,28.006,27.93,27.93
2011-01-10 12:18:00,27.987,27.987,27.949,27.949
