timestamp,close,high,low,open
2012-02-07 09:00:00,77.547,77.816,77.547,77.578
2012-02-07 09:02:00,77.503,77.53,77.503,77.53
2012-02-07 09:04:00,77.489,77.504,77.482,77.482
2012-02-07 09:06:00,77.468,77.509,77.468,77.509
2012-02-07 09:08:00,77.511,77.525,77.472,77.472
2012-02-07 09:10:00,77.518,77.524,77.495,77.517
2012-02-07 09:12:00,77.563,77.563,77.532,77.534
2012-02-07 09:14:00,77.524,77.543,77.519,77.543
2012-02-07 09:16:00,77.557,77.557,77.508,77.519
2012-02-07 09:18:00,77.549,77.56,77.546,77.546
2012-02-07 09:20:00,77.495,77.546,77.495,77.546
2012-02-07 09:22:00,77.46,77.489,77.46,77.485
2012-02-07 09:24:00,77.432,77.479,77.432,77.479
2012-02-07 09:26:00,77.435,77.455,77.426,77.426
2012-02-07 09:28:00,77.426,77.45,77.418,77.418
2012-02-07 09:30:00,77.413,77.434,77.413,77.42
2012-02-07 09:32:00,77.415,77.424,77.409,77.424
2012-02-07 09:34:00,77.405,77.414,77.398,77.414
2012-02-07 09:36:00,77.456,77.456,77.412,77.412
2012-02-07 09:38:00,77.42,77.452,77.411,77.452
2012-02-07 09:40:00,77.415,77.435,77.409,77.422
2012-02-07 09:42:00,77.411,77.437,77.411,77.437
2012-02-07 09:44:00,77.411,77.411,77.402,77.407
2012-02-07 09:46:00,77.428,77.428,77.403,77.403
2012-02-07 09:48:00,77.449,77.463,77.439,77.451
2012-02-07 09:50:00,77.458,77.458,77.43,77.442
2012-02-07 09:52:00,77.417,77.443,77.417,77.443
2012-02-07 09:54:00,77.406,77.429,77.406,77.422
2012-02-07 09:56:00,77.443,77.443,77.398,77.398
2012-02-07 09:58:00,77.407,77.435,77.407,77.43
2012-02-07 10:00:00,77.419,77.419,77.4,77.405
2012-02-07 10:02:00,77.397,77.434,77.397,77.434
2012-02-07 10:04:00,77.396,77.396,77.386,77.391
2012-02-07 10:06:00,77.41,77.413,77.398,77.401
2012-02-07 10:08:00,77.44,77.44,77.407,77.407
2012-02-07 10:10:00,77.46,77.464,77.439,77.439
2012-02-07 10:12:00,77.438,77.468,77.438,77.448
2012-02-07 10:14:00,77.466,77.466,77.422,77.424
2012-02-07 10:16:00,77.451,77.468,77.439,77.448
2012-02-07 10:18:00,77.413,77.432,77.413,77.43
2012-02-07 10:20:00,77.402,77.411,77.402,77.408
2012-02-07 10:22:00,77.399,77.403,77.395,77.397
2012-02-07 10:24:00,77.393,77.399,77.39,77.399
2012-02-07 10:26:00,77.39,77.403,77.39,77.396
2012-02-07 10:28:00,77.372,77.39,77.372,77.385
2012-02-07 10:30:00,77.366,77.381,77.366,77.379
2012-02-07 10:32:00,77.375,77.375,77.354,77.359
2012-02-07 10:34:00,77.39,77.39,77.377,77.382
2012-02-07 10:36:00,77.388,77.398,77.388,77.398
2012-02-07 10:38:00,77.371,77.383,77.371,77.381
2012-02-07 10:40:00,77.383,77.383,77.379,77.38
2012-02-07 10:42:00,77.381,77.39,77.381,77.39
2012-02-07 10:44:00,77.37,77.38,77.369,77.38
2012-02-07 10:46:00,77.362,77.372,77.362,77.372
2012-02-07 10:48:00,77.369,77.373,77.367,77.367
2012-02-07 10:50:00,77.385,77.385,77.367,77.367
2012-02-07 10:52:00,77.395,77.397,77.38,77.387
2012-02-07 10:54:00,77.392,77.392,77.389,77.39
2012-02-07 10:56:00,77.38,77.386,77.38,77.386
2012-02-07 10:58:00,77.363,77.379,77.363,77.379
2012-02-07 11:00:00,77.354,77.367,77.354,77.362
2012-02-07 11:02:00,77.368,77.368,77.357,77.357
2012-02-07 11:04:00,77.366,77.377,77.366,77.375
2012-02-07 11:06:00,77.371,77.373,77.367,77.367
2012-02-07 11:08:00,77.377,77.377,77.365,77.373
2012-02-07 11:10:00,77.365,77.373,77.363,77.373
2012-02-07 11:12:00,77.366,77.366,77.358,77.359
2012-02-07 11:14:00,77.373,77.373,77.361,77.361
2012-02-07 11:16:00,77.381,77.381,77.371,77.375
2012-02-07 11:18:00,77.377,77.385,77.375,77.385
2012-02-07 11:20:00,77.4,77.4,77.377,77.377
2012-02-07 11:22:00,77.387,77.397,77.387,77.394
2012-02-07 11:24:00,77.371,77.38,77.371,77.378
2012-02-07 11:26:00,77.38,77.381,77.369,77.369
2012-02-07 11:28:00,77.388,77.388,77.373,77.384
2012-02-07 11:30:00,77.378,77.387,77.372,77.384
2012-02-07 11:32:00,77.372,77.38,77.372,77.38
2012-02-07 11:34:00,77.367,77.367,77.357,77.367
2012-02-07 11:36:00,77.375,77.38,77.365,77.365
2012-02-07 11:38:00,77.374,77.382,77.374,77.382
2012-02-07 11:40:00,77.358,77.37,77.354,77.37
2012-02-07 11:42:00,77.357,77.367,77.357,77.364
2012-02-07 11:44:00,77.343,77.357,77.343,77.354
2012-02-07 11:46:00,77.328,77.341,77.328,77.341
2012-02-07 11:48:00,77.347,77.347,77.337,77.337
2012-02-07 11:50:00,77.332,77.352,77.332,77.352
2012-02-07 11:52:00,77.333,77.338,77.329,77.329
2012-02-07 11:54:00,77.325,77.333,77.32,77.333
2012-02-07 11:56:00,77.334,77.338,77.326,77.33
2012-02-07 11:58:00,77.334,77.334,77.325,77.328
2012-02-07 12:00:00,77.346,77.346,77.33,77.33
2012-02-07 12:02:00,77.359,77.359,77.342,77.342
2012-02-07 12:04:00,77.334,77.356,77.334,77.356
2012-02-07 12:06:00,77.329,77.335,77.327,77.335
2012-02-07 12:08:00,77.336,77.336,77.323,77.323
2012-02-07 12:10:00,77.33,77.338,77.33,77.338
2012-02-07 12:12:00,77.327,77.335,77.326,77.333
2012-02-07 12:14:00,77.347,77.347,77.327,77.327
2012-02-07 12:16:00,77.357,77.358,77.351,77.354
2012-02-07 12:18:00,77.365,77.365,77.357,77.365
2012-02-07 12:20:00,77.377,77.377,77.367,77.367
2012-02-07 12:22:00,77.372,77.379,77.369,77.379
2012-02-07 12:24:00,77.373,77.373,77.362,77.372
2012-02-07 12:26:00,77.378,77.385,77.374,77.374
2012-02-07 12:28:00,77.378,77.378,77.37,77.371
2012-02-07 12:30:00,77.356,77.37,77.354,77.37
2012-02-07 12:32:00,77.345,77.361,77.345,77.357
2012-02-07 12:34:00,77.35,77.351,77.341,77.351
2012-02-07 12:36:00,77.351,77.357,77.349,77.357
2012-02-07 12:38:00,77.362,77.364,77.358,77.358
2012-02-07 12:40:00,77.364,77.364,77.357,77.359
2012-02-07 12:42:00,77.356,77.366,77.356,77.365
2012-02-07 12:44:00,77.349,77.355,77.349,77.349
